784, 1816, 21120, 27676, -3819, -3209
852, 2052, 19860, 28645, -4020, -3265
1092, 1956, 18400, 29151, -4402, -3541
976, 2208, 17172, 29452, -4880, -3823
1048, 2552, 16412, 29607, -5554, -4029
796, 2836, 15860, 29873, -6255, -4267
308, 3124, 14984, 30061, -6746, -4427
344, 3336, 14512, 30251, -7027, -4499
1092, 3716, 14080, 30625, -6441, -4796
1024, 3788, 13380, 30924, -5575, -5129
1020, 3776, 12816, 31404, -4792, -5338
1124, 4112, 11764, 31748, -4018, -5612
848, 4036, 10496, 31931, -3875, -5795
460, 4320, 8560, 31653, -4349, -5748
924, 4716, 7568, 31179, -5237, -5996
384, 4776, 6828, 30755, -5834, -6201
176, 5312, 5740, 30166, -6341, -6339
-592, 5556, 5548, 29522, -6873, -6347
-16, 6068, 5748, 29333, -6828, -6334
80, 5896, 4860, 29463, -6180, -6427
236, 6304, 3380, 29096, -5493, -6694
-104, 6480, 2104, 28749, -4926, -6894
-180, 6880, 828, 28275, -4894, -7006
-876, 7100, -348, 27420, -5557, -7135
-1016, 7600, -664, 26738, -6439, -7183
-1644, 7700, -1512, 26225, -6886, -7290
-2260, 8196, -2940, 25782, -6801, -7153
-2396, 8544, -4040, 24992, -6443, -6986
-2376, 8756, -5680, 24316, -5841, -6712
-2484, 9156, -7596, 23335, -5589, -6627
-3036, 9516, -9080, 21964, -5749, -6529
-3616, 9776, -10632, 20589, -6036, -6312
-3956, 10464, -12144, 18996, -6138, -6198
-4848, 10972, -13656, 17199, -5740, -5799
-5288, 11268, -15184, 15349, -4912, -5205
-5736, 11668, -16776, 13107, -4038, -4597
-6028, 12040, -17824, 10838, -3628, -3929
-5776, 12388, -18348, 8556, -3405, -3458
-5944, 12808, -18328, 6475, -3040, -3053
-5952, 13200, -18404, 4376, -2641, -2763
-6180, 11912, -18404, 2890, -1923, -2362
-6564, 14076, -21636, 603, -866, -1243
-6912, 13900, -19424, -1939, -692, -1324
-7124, 13976, -18212, -3204, 1506, -452
-7524, 13852, -19368, -4931, 2760, 111
-7592, 13452, -20092, -7373, 3868, 738
-7772, 13560, -20328, -9839, 4791, 1478
-8112, 13280, -20196, -12735, 4897, 2275
-8256, 12768, -19176, -15584, 4612, 3237
-7876, 12456, -17844, -18155, 4245, 4252
-7176, 11920, -16272, -20438, 4283, 5184
-6740, 11224, -14748, -22579, 4660, 5934
-5820, 10720, -13324, -24516, 5424, 6547
-5288, 9944, -11852, -26428, 6388, 6970
-5112, 9000, -10688, -28156, 7381, 7411
-4416, 8356, -9812, -30114, 8113, 7692
-4132, 7276, -7828, -31900, 8557, 7784
-4016, 6620, -6528, -32768, 8957, 7986
-4060, 5828, -5340, -32768, 9183, 8241
-3904, 4892, -3148, -32768, 9496, 8459
-3468, 4140, -908, -32768, 9795, 8555
-2908, 3364, 1608, -32768, 9896, 8549
-2288, 3192, 3784, -32768, 10315, 8513
-3004, 2748, 5316, -32768, 10665, 8409
-2640, 2608, 6540, -32768, 10945, 8580
-1576, 2004, 7824, -32768, 11368, 8505
-932, 1324, 8228, -32768, 11306, 8292
-52, 656, 8648, -32768, 10477, 7945
208, 128, 9120, -32768, 8862, 7424
-100, -244, 9408, -32768, 7575, 7118
16, -448, 9600, -32768, 6648, 6800
-788, -888, 11180, -32768, 6481, 6578
-1288, -1268, 12348, -32768, 7318, 6699
-1004, -1980, 12636, -32768, 8655, 6731
-684, -3060, 12948, -32768, 9616, 6708
-232, -4124, 14180, -32768, 9882, 6796
1344, -4736, 16380, -32768, 9925, 6500
2420, -4616, 18760, -32768, 9940, 5900
2968, -4092, 21364, -32768, 10735, 4881
2372, -3564, 22712, -32768, 11796, 3875
880, -3072, 21616, -31074, 12228, 2978
-384, -2536, 20964, -29652, 10837, 2374
-664, -3124, 21240, -27680, 8895, 2050
692, -4072, 19528, -26146, 7373, 1475
1340, -4960, 18208, -25812, 6262, 662
848, -6128, 18636, -25894, 5490, 75
216, -6444, 20368, -26008, 4601, -337
-1088, -6432, 23068, -25154, 4473, -506
-2624, -5720, 25528, -23729, 5027, -346
-2660, -5064, 27388, -21382, 6619, 29
-1828, -4800, 26984, -18167, 9145, 62
-1764, -4948, 23912, -15758, 10914, -232
-3076, -5892, 20632, -14752, 10433, -608
-3940, -6848, 17460, -14699, 8753, -429
-5608, -7696, 17052, -16191, 5774, 18
-6544, -8300, 19248, -17167, 3529, 1062
-6456, -7908, 22484, -17633, 2854, 2073
-5188, -7532, 26264, -16780, 3718, 2687
-4172, -7012, 28760, -14430, 6437, 2947
-4144, -6360, 28712, -11572, 8899, 2913
-3764, -6288, 27208, -9068, 10972, 2998
-3104, -6256, 24776, -7326, 10808, 2629
-2608, -6336, 22552, -6342, 8866, 1902
-1984, -6348, 20352, -5943, 5573, 1149
-2244, -6380, 19040, -6366, 1480, 547
-3040, -6456, 19712, -6852, -2266, -464
-3752, -6132, 20380, -7006, -4279, -800
-4496, -5488, 22080, -6787, -4953, -1331
-5480, -5764, 23552, -5694, -3772, -1450
-6532, -5756, 22836, -3941, -964, -889
-6596, -6024, 21124, -2946, 1340, -57
-6476, -6176, 19860, -2752, 2563, 765
-5688, -6224, 19308, -2597, 2785, 1445
-4088, -5808, 18944, -2603, 2251, 1603
-2560, -5568, 19256, -2466, 1423, 1313
-2440, -5168, 19780, -2039, 765, 726
-2592, -5100, 20000, -1297, 414, 393
-2964, -5112, 19812, -595, 163, 263
-2740, -5064, 18952, 110, -6, 103
-2484, -4968, 18632, 621, -92, -83
-2624, -5104, 18212, 994, -157, -286
-2480, -5200, 17396, 1477, 217, -462
-2608, -4944, 16748, 1616, 514, -659
-3152, -4820, 16924, 1551, 557, -909
-3244, -4924, 16616, 1846, 706, -946
-3576, -4828, 16532, 2042, 412, -1105
-4020, -4904, 16112, 2072, -148, -1128
-4256, -5052, 16048, 2011, -824, -1126
-3576, -5184, 16212, 2141, -1232, -1191
-3908, -5212, 16036, 2171, -1140, -1139
-4156, -5148, 16256, 2199, -850, -1142
-4608, -5168, 16248, 2248, -484, -934
-4740, -5232, 16224, 2419, -248, -746
-4508, -5108, 16212, 2515, -57, -590
-4240, -5204, 16440, 2630, 27, -427
-3700, -5128, 16376, 3019, 312, -257
-3260, -4996, 15764, 2907, 309, -302
-3264, -4928, 16260, 2857, -56, -412
-3128, -4900, 16368, 2902, -637, -531
-3320, -4772, 16560, 3104, -1137, -600
-3300, -4844, 16588, 3367, -1064, -618
-3384, -5024, 16312, 3462, -800, -544
-3052, -4992, 16036, 3389, -134, -501
-3232, -4904, 15972, 3295, 164, -523
-3264, -4844, 15560, 3177, 116, -480
-3304, -4744, 15312, 2822, -414, -487
-3232, -4720, 15860, 2615, -856, -474
-3244, -4436, 16248, 2502, -1084, -481
-3196, -4508, 16424, 2575, -1055, -390
-2984, -4440, 16636, 2666, -799, -389
-2992, -4344, 16528, 2811, -531, -352
-2824, -4420, 16112, 2894, -305, -266
-2496, -4432, 15444, 2703, -228, -360
-2656, -4512, 15136, 2410, -163, -396
-2644, -4420, 15080, 2141, -129, -413
-2744, -4388, 14940, 1699, -250, -459
-2712, -4292, 15300, 1374, -340, -450
-2480, -4160, 15528, 1199, -206, -531
-2604, -4048, 15660, 1114, 18, -646
-2892, -3952, 15660, 981, 84, -636
-2876, -3924, 15988, 986, 60, -580
-2808, -3900, 15840, 1072, 90, -540
-2564, -3780, 15716, 1025, 257, -566
-2884, -3892, 15796, 979, 458, -610
-3136, -3840, 15796, 925, 555, -469
-2928, -3728, 15792, 927, 573, -381
-3036, -3688, 15920, 965, 483, -322
-2984, -3848, 16024, 1070, 461, -293
-2512, -3820, 15584, 1029, 558, -398
-2808, -3752, 15656, 911, 585, -488
-3192, -3804, 15964, 926, 477, -414
-2932, -3908, 15968, 954, 97, -379
-2420, -3720, 16276, 951, -121, -563
-2492, -3704, 16336, 1198, -22, -662
-2636, -3700, 16064, 1255, 62, -779
-2844, -3816, 15668, 1199, 163, -722
-3052, -3792, 15344, 932, -60, -725
-3140, -3652, 15908, 849, -311, -674
-3164, -3692, 15936, 908, -342, -611
-3276, -3588, 15764, 877, -219, -526
-3372, -3784, 15840, 851, 2, -324
-3016, -3724, 15628, 804, 117, -269
-2960, -3516, 15736, 661, 128, -334
-3284, -3484, 15652, 635, 145, -332
-3316, -3536, 15628, 541, 97, -198
-3204, -3676, 15536, 395, 166, 34
-2968, -3736, 15452, 262, 199, 64
